Linux 6.14.0-33-generic (revathy-Lenovo-ideapad-130-15IKB) 	11/23/2025 	_x86_64_	(8 CPU)

12:51:24 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:51:33 PM   122     33926    0.00    1.00    0.00    0.00    1.00     6  postgres
12:51:33 PM   122     33927    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:33 PM   122     33928    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:33 PM   122     33931    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:33 PM   122     33935    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:33 PM   122     33941    0.00    1.00    0.00    0.00    1.00     6  postgres
12:51:33 PM  1000     33968   86.00   32.00    0.00    0.00  118.00     4  load_generator
12:51:33 PM  1000     33983    2.00    2.00    0.00    0.00    4.00     1  pidstat

12:51:33 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:51:34 PM     0        18    0.00    1.00    0.00    0.00    1.00     7  rcu_preempt
12:51:34 PM     0       730    0.00    1.00    0.00    0.00    1.00     0  irq/135-rtw88_pci
12:51:34 PM   123      1231    0.00    1.00    0.00    0.00    1.00     6  mysqld
12:51:34 PM  1000      2244    1.00    1.00    0.00    0.00    2.00     7  gnome-shell
12:51:34 PM     0     32452    0.00    3.00    0.00    1.00    3.00     7  kworker/u32:3-events_unbound
12:51:34 PM  1000     32490   27.00   22.00    0.00    1.00   49.00     7  gnome-terminal-
12:51:34 PM  1000     32683    1.00    1.00    0.00    0.00    2.00     7  top
12:51:34 PM  1000     32989    0.00    1.00    0.00    0.00    1.00     5  iostat
12:51:34 PM  1000     33373   12.00    0.00    0.00    0.00   12.00     6  code
12:51:34 PM     0     33399    0.00    1.00    0.00    0.00    1.00     5  kworker/u32:2-events_unbound
12:51:34 PM     0     33725    0.00    3.00    0.00    0.00    3.00     3  kworker/u32:4-events_unbound
12:51:34 PM  1000     33852   69.00   25.00    0.00    0.00   94.00     0  server
12:51:34 PM   122     33853    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:34 PM   122     33854    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:34 PM   122     33856    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:34 PM   122     33861    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:34 PM   122     33863    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:34 PM   122     33869    0.00    1.00    0.00    0.00    1.00     1  postgres
12:51:34 PM   122     33870    0.00    1.00    0.00    0.00    1.00     6  postgres
12:51:34 PM   122     33871    1.00    1.00    0.00    0.00    2.00     5  postgres
12:51:34 PM   122     33873    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:34 PM   122     33874    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:34 PM   122     33878    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:34 PM   122     33882    1.00    0.00    0.00    0.00    1.00     2  postgres
12:51:34 PM   122     33885    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:34 PM   122     33886    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:34 PM   122     33888    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:34 PM   122     33893    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:34 PM   122     33901    1.00    1.00    0.00    0.00    2.00     7  postgres
12:51:34 PM   122     33902    0.00    1.00    0.00    0.00    1.00     7  postgres
12:51:34 PM   122     33905    1.00    0.00    0.00    0.00    1.00     2  postgres
12:51:34 PM   122     33906    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:34 PM   122     33909    0.00    1.00    0.00    0.00    1.00     6  postgres
12:51:34 PM   122     33910    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:34 PM   122     33912    1.00    0.00    0.00    0.00    1.00     3  postgres
12:51:34 PM   122     33915    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:34 PM   122     33920    0.00    1.00    0.00    0.00    1.00     2  postgres
12:51:34 PM   122     33922    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:34 PM   122     33923    1.00    0.00    0.00    0.00    1.00     3  postgres
12:51:34 PM   122     33924    0.00    1.00    0.00    0.00    1.00     4  postgres
12:51:34 PM   122     33936    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:34 PM   122     33939    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:34 PM   122     33948    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:34 PM  1000     33968   89.00   30.00    0.00    0.00  119.00     4  load_generator
12:51:34 PM  1000     33983    2.00    3.00    0.00    0.00    5.00     6  pidstat

12:51:34 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:51:35 PM     0        63    0.00    1.00    0.00    0.00    1.00     7  ksoftirqd/7
12:51:35 PM   123      1231    1.00    0.00    0.00    0.00    1.00     6  mysqld
12:51:35 PM     0     32452    0.00    4.00    0.00    0.00    4.00     1  kworker/u32:3-events_unbound
12:51:35 PM  1000     32490   24.00   22.00    0.00    0.00   46.00     5  gnome-terminal-
12:51:35 PM     0     33399    0.00    4.00    0.00    0.00    4.00     3  kworker/u32:2-events_unbound
12:51:35 PM  1000     33852   69.00   26.00    0.00    0.00   95.00     0  server
12:51:35 PM   122     33855    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:35 PM   122     33858    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:35 PM   122     33862    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:35 PM   122     33865    1.00    0.00    0.00    0.00    1.00     3  postgres
12:51:35 PM   122     33868    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:35 PM   122     33870    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:35 PM   122     33872    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:35 PM   122     33873    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33874    0.00    1.00    0.00    0.00    1.00     2  postgres
12:51:35 PM   122     33875    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33881    1.00    0.00    0.00    0.00    1.00     4  postgres
12:51:35 PM   122     33883    1.00    1.00    0.00    0.00    2.00     7  postgres
12:51:35 PM   122     33892    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:35 PM   122     33896    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33902    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:35 PM   122     33907    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:35 PM   122     33911    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:35 PM   122     33913    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33915    0.00    1.00    0.00    0.00    1.00     7  postgres
12:51:35 PM   122     33917    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33920    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33921    0.00    1.00    0.00    0.00    1.00     3  postgres
12:51:35 PM   122     33929    1.00    1.00    0.00    0.00    2.00     7  postgres
12:51:35 PM   122     33941    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33944    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:35 PM   122     33946    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:35 PM  1000     33968   92.00   29.00    0.00    0.00  121.00     4  load_generator
12:51:35 PM  1000     33983    2.00    2.00    0.00    0.00    4.00     6  pidstat

12:51:35 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:51:36 PM  1000      2244    1.00    0.00    0.00    0.00    1.00     7  gnome-shell
12:51:36 PM  1000     29189    1.00    0.00    0.00    0.00    1.00     7  code
12:51:36 PM  1000     29425    1.00    0.00    0.00    0.00    1.00     6  code
12:51:36 PM  1000     31777    1.00    0.00    0.00    0.00    1.00     6  Isolated Web Co
12:51:36 PM     0     32452    0.00    3.00    0.00    0.00    3.00     6  kworker/u32:3-events_unbound
12:51:36 PM  1000     32490   26.00   23.00    0.00    0.00   49.00     6  gnome-terminal-
12:51:36 PM     0     33399    0.00    4.00    0.00    0.00    4.00     4  kworker/u32:2-events_unbound
12:51:36 PM     0     33725    0.00    2.00    0.00    0.00    2.00     5  kworker/u32:4-events_unbound
12:51:36 PM  1000     33852   74.00   22.00    0.00    0.00   96.00     0  server
12:51:36 PM   122     33859    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:36 PM   122     33866    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33867    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33876    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:36 PM   122     33879    0.00    1.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33881    0.00    1.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33890    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:36 PM   122     33891    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:36 PM   122     33892    0.00    1.00    0.00    0.00    1.00     1  postgres
12:51:36 PM   122     33897    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:36 PM   122     33898    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33908    1.00    1.00    0.00    0.00    2.00     5  postgres
12:51:36 PM   122     33909    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33913    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33916    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:36 PM   122     33921    1.00    0.00    0.00    0.00    1.00     2  postgres
12:51:36 PM   122     33924    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:36 PM   122     33925    1.00    0.00    0.00    0.00    1.00     3  postgres
12:51:36 PM   122     33926    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:36 PM   122     33930    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33931    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:36 PM   122     33932    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33933    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:36 PM   122     33934    1.00    1.00    0.00    0.00    2.00     7  postgres
12:51:36 PM   122     33937    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:36 PM   122     33940    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM   122     33943    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:36 PM   122     33945    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:36 PM  1000     33968   87.00   30.00    0.00    0.00  117.00     4  load_generator
12:51:36 PM  1000     33983    2.00    3.00    0.00    0.00    5.00     1  pidstat

12:51:36 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:51:37 PM     0        18    0.00    1.00    0.00    0.00    1.00     5  rcu_preempt
12:51:37 PM     0       102    0.00    1.00    0.00    0.00    1.00     0  kworker/0:1H-kblockd
12:51:37 PM   990       705    0.00    1.00    0.00    0.00    1.00     1  systemd-oomd
12:51:37 PM  1000      2244    1.00    1.00    0.00    0.00    2.00     7  gnome-shell
12:51:37 PM  1000     31777    2.00    0.00    0.00    0.00    2.00     5  Isolated Web Co
12:51:37 PM     0     32452    0.00    2.00    0.00    0.00    2.00     5  kworker/u32:3-events_unbound
12:51:37 PM  1000     32490   24.00   23.00    0.00    0.00   47.00     2  gnome-terminal-
12:51:37 PM  1000     32683    1.00    2.00    0.00    0.00    3.00     7  top
12:51:37 PM     0     33259    0.00    1.00    0.00    0.00    1.00     6  kworker/u33:3-rtw_tx_wq
12:51:37 PM     0     33399    0.00    4.00    0.00    0.00    4.00     6  kworker/u32:2-events_unbound
12:51:37 PM     0     33725    0.00    2.00    0.00    0.00    2.00     1  kworker/u32:4-events_unbound
12:51:37 PM  1000     33852   73.00   23.00    0.00    0.00   96.00     0  server
12:51:37 PM   122     33854    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:37 PM   122     33859    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33860    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33861    0.00    1.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33875    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33877    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33878    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33879    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33880    0.00    1.00    0.00    0.00    1.00     6  postgres
12:51:37 PM   122     33884    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33887    1.00    0.00    0.00    0.00    1.00     3  postgres
12:51:37 PM   122     33888    1.00    0.00    0.00    0.00    1.00     2  postgres
12:51:37 PM   122     33889    1.00    0.00    0.00    0.00    1.00     4  postgres
12:51:37 PM   122     33895    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33899    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33903    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:37 PM   122     33905    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33906    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33912    0.00    1.00    0.00    0.00    1.00     3  postgres
12:51:37 PM   122     33928    1.00    0.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33930    0.00    1.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33931    1.00    0.00    0.00    0.00    1.00     3  postgres
12:51:37 PM   122     33937    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33938    1.00    0.00    0.00    0.00    1.00     2  postgres
12:51:37 PM   122     33944    0.00    1.00    0.00    0.00    1.00     1  postgres
12:51:37 PM   122     33945    0.00    1.00    0.00    0.00    1.00     7  postgres
12:51:37 PM   122     33946    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:37 PM   122     33948    0.00    1.00    0.00    0.00    1.00     6  postgres
12:51:37 PM  1000     33968   91.00   31.00    0.00    0.00  122.00     4  load_generator
12:51:37 PM  1000     33983    1.00    3.00    0.00    0.00    4.00     1  pidstat

12:51:37 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:51:38 PM     0       730    0.00    1.00    0.00    0.00    1.00     0  irq/135-rtw88_pci
12:51:38 PM     0       816    0.00    1.00    0.00    0.00    1.00     5  atopacctd
12:51:38 PM   123      1231    1.00    0.00    0.00    0.00    1.00     6  mysqld
12:51:38 PM  1000      2244    5.00    0.00    0.00    0.00    5.00     7  gnome-shell
12:51:38 PM  1000      2922    1.00    0.00    0.00    0.00    1.00     1  xdg-desktop-por
12:51:38 PM  1000     30949    1.00    0.00    0.00    0.00    1.00     1  code
12:51:38 PM  1000     31254    2.00    3.00    0.00    0.00    5.00     3  firefox
12:51:38 PM  1000     31496    1.00    0.00    0.00    0.00    1.00     5  Privileged Cont
12:51:38 PM  1000     31507    1.00    1.00    0.00    0.00    2.00     7  RDD Process
12:51:38 PM  1000     31625    0.00    1.00    0.00    0.00    1.00     3  WebExtensions
12:51:38 PM  1000     31865    0.00    1.00    0.00    0.00    1.00     3  Web Content
12:51:38 PM  1000     31972    1.00    0.00    0.00    0.00    1.00     5  Web Content
12:51:38 PM     0     32452    0.00    3.00    0.00    0.00    3.00     7  kworker/u32:3-events_unbound
12:51:38 PM     0     32454    0.00    1.00    0.00    0.00    1.00     5  kworker/u32:6-events_unbound
12:51:38 PM  1000     32490   25.00   21.00    0.00    0.00   46.00     4  gnome-terminal-
12:51:38 PM     0     33399    0.00    3.00    0.00    0.00    3.00     5  kworker/u32:2-events_unbound
12:51:38 PM  1000     33852   71.00   26.00    0.00    0.00   97.00     0  server
12:51:38 PM   122     33856    1.00    0.00    0.00    0.00    1.00     4  postgres
12:51:38 PM   122     33857    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33858    1.00    0.00    0.00    0.00    1.00     1  postgres
12:51:38 PM   122     33861    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33863    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33875    1.00    0.00    0.00    0.00    1.00     6  postgres
12:51:38 PM   122     33877    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33880    1.00    0.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33894    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33896    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33905    0.00    1.00    0.00    0.00    1.00     5  postgres
12:51:38 PM   122     33910    1.00    0.00    0.00    0.00    1.00     2  postgres
12:51:38 PM   122     33911    1.00    0.00    0.00    0.00    1.00     1  postgres
